symbol,gene_id,LOEUF,oe_lof,pLI,mis_z,obs_lof,exp_lof,obs_mis,exp_mis,obs_syn,exp_syn
GRIA4,ENSG00000152578,0.4352840735811727,0.3269514674228132,0.9999268626328236,4.462659795002402,34.0,103.99096926526788,750,1096.4878608912295,386,381.8462868838852
GRIN2D,ENSG00000105464,0.4718255881861064,0.3586517257078286,0.9956352725692164,3.450324883817174,37.0,103.16414880474214,1557,1910.622386638064,845,885.6474636566653
P2RY12,ENSG00000169313,1.7352764860835943,0.6714031553366677,0.0917572858775325,1.0941853576155307,3.0,4.468254246579588,356,407.8098180321015,148,154.05409386013886
GRIN1,ENSG00000176884,0.4834010519122418,0.3687975621425788,0.9843230046447402,8.457052949384208,38.0,103.0375574589862,577,1288.9045251815292,544,532.693696846075
GRIN2A,ENSG00000183454,0.277069250351326,0.194033434161012,0.9999999999997278,3.779858205355719,22.0,113.38252139445228,1502,1886.9931474113105,827,738.4336179380547
OPRK1,ENSG00000082556,0.9416741419950722,0.6115527027216622,0.0010538205661951,0.5362941181271043,15.0,24.527730698014743,479,507.3228917868716,205,198.010900222641
GRIN2B,ENSG00000273079,0.0917793194721624,0.0436502495563143,1.0,8.082912582046218,5.0,114.54688233911168,1108,1943.514776227988,787,745.1074052786887
NR1H4,ENSG00000012504,0.5568290127170148,0.3930310324078381,0.5814416762898184,1.5969106297174462,23.0,58.51955215621115,487,576.936717114752,214,197.95997732304735
VEGFA,ENSG00000112715,0.5846185283347473,0.4023247879265474,0.4046458209077189,0.879071826863735,20.0,49.71108069943582,505,553.4922649380051,219,223.41722582086328
ADRB1,ENSG00000043591,,,,1.1863836833011454,,,635,709.0735461435992,365,347.2505449068685
CCR2,ENSG00000121807,,,,0.6514814236886147,,,408,440.04367037260266,183,177.07204313698995
CCR5,ENSG00000160791,,,,-0.8766462115894839,,,464,421.78542011068646,194,168.10995870753536
CXCR1,ENSG00000163464,,,,0.4373930533948875,,,419,440.5253216322824,180,184.68656353602427
GRIN3B,ENSG00000116032,1.4110217162090772,1.1673505486104854,2.1402671275409176e-30,-2.39899338126845,77.0,65.96133448658952,1787,1564.5099736792658,823,749.7281462469969
S1PR5,ENSG00000180739,,,,-0.2012535151936779,,,583,571.7169544844,307,284.7352602067742
