symbol,gene_id,LOEUF,oe_lof,pLI,mis_z,obs_lof,exp_lof,obs_mis,exp_mis,obs_syn,exp_syn,n_variants,n_common,n_common_func,n_common_lof,cum_maf_func,trials,n_trials,source,status,low_exp_lof,rate_syn,rate_mis,oe_syn,qc_syn_excess,tolerance,burden_v1,score_v1,rank_v1
ERBB2,ENSG00000141736,0.5065434293783412,0.4092889043809998,0.2452423776198788,4.718088493435104,61.0,149.03897796168002,1205,1655.053844142101,633,678.7458333879998,7109.0,8.0,3.0,0.0,0.6982,SAPITINIB (NCT01151215),1,second_drug,ok,False,0.004419916635105254,0.0018126298492452087,0.9326024100072088,False,0.2532717146891706,0.06284382816212487,0.0159,70
MET,ENSG00000105976,0.4586661895283841,0.3605992227717897,0.998970679178575,2.62940466969588,48.0,133.11176777099564,1442,1695.8918979548985,628,616.4645331762084,5148.0,19.0,3.0,1.0,0.0805,CABOZANTINIB (NCT04338269); TIVANTINIB (NCT01244191),2,second_drug,ok,False,0.004866460012781447,0.001768980678319028,1.0187122960089163,False,0.22933309476419206,0.06919292874712929,0.0159,71
PDGFRB,ENSG00000113721,0.4520776683312391,0.3495191954535528,0.999581662969727,3.632841586757296,42.0,120.16507403977852,1149,1476.283128831693,586,606.8151431499431,7233.0,29.0,3.0,0.0,0.0524,IMATINIB MESYLATE (NCT00124748); MOTESANIB (NCT00460317); MOTESANIB (NCT02629848),3,first_drug,,False,0.004943844981236245,0.0020321305184691453,0.9656977196681467,False,0.22603883416561954,0.07029321367587184,0.0159,72
TP53,ENSG00000141510,0.4183620979251529,0.2582140811696815,0.999595868281925,1.121638987172852,12.0,46.47306585931068,464,524.2143317886109,176,191.0778293042532,3340.0,22.0,1.0,0.0,0.2921,IDASANUTLIN (NCT02545283),1,first_drug,,False,0.005233469542966704,0.0019076166738669963,0.92109063956214,False,0.20918104896257644,0.07441119093461854,0.0156,73
FLT4,ENSG00000037280,0.2492891699719424,0.1837940969843889,1.0,3.49517742655537,30.0,163.22613452894595,1510,1863.8030436966076,884,789.5093937111649,9551.0,49.0,6.0,0.0,0.7746,AXITINIB (NCT01599754); MOTESANIB (NCT00460317); MOTESANIB (NCT02629848),3,first_drug,,False,0.007599656252088936,0.0032192242738802437,1.11968268780777,False,0.1246445849859712,0.10805441166111991,0.0135,74
PTH1R,ENSG00000160801,0.6082344705068092,0.4528243823102799,0.0094569671373369,2.521923201587194,32.0,70.66757279442005,626,792.4612726076604,329,324.7759688791333,3758.0,9.0,1.0,0.0,0.0237,TERIPARATIDE (NCT00471237),1,second_drug,ok,False,0.0030790455446910053,0.001261891318309368,1.0130059842033408,False,0.3041172352534046,0.043778882066926095,0.0133,75
SCN4A,ENSG00000007314,0.6149036175848166,0.51230606631626,3.9899555240853735e-10,2.29069938031806,83.0,162.01252621662678,2196,2462.533304883427,944,985.1142311453996,9659.0,33.0,3.0,0.0,0.5603,BUPIVACAINE HYDROCHLORIDE (NCT04826484),1,first_drug,,False,0.003045332109873063,0.0012182576349528869,0.9582645039067238,False,0.3074518087924083,0.043299533364367745,0.0133,76
BIRC2,ENSG00000110330,0.4384876768200654,0.2957008130466774,0.999518075947326,0.433782109869508,18.0,60.87233854564558,701,728.4513845057288,282,247.69728248661133,2295.0,2.0,1.0,0.0,0.0479,BIRINAPANT (NCT02147873),1,second_drug,ok,False,0.004037185995587386,0.0013727752067881967,1.138486450755643,False,0.2192438384100327,0.0574020380724192,0.0126,77
NR3C1,ENSG00000113580,0.2956078119028543,0.1890897142243455,0.999999995005652,3.036958423110445,14.0,74.0389293908906,695,909.7831012210112,308,332.5209619195749,2566.0,8.0,2.0,0.0,0.0511,BUDESONIDE (NCT04193878); DEXAMETHASONE (NCT01975727); METHYLPREDNISOLONE (NCT03584516); PREDNISONE (NCT00430677); PREDNISONE (NCT00676650); PREDNISONE (NCT02626455); PREDNISONE (NCT03584516); PREDNIS,8,first_drug,,False,0.0060146584096666044,0.0021983261695186678,0.9262573950886571,False,0.14780390595142714,0.08551839112729469,0.0126,78
TLR7,ENSG00000196664,0.5075745618805718,0.3132762259561651,0.9767340139235904,3.744175294421858,12.0,38.30485369061835,504,743.3577144705697,285,293.7714239675943,1268.0,4.0,1.0,0.0,0.1967,HYDROXYCHLOROQUINE SULFATE (NCT04329923),1,first_drug,,False,0.003404007055874534,0.0013452473560622354,0.9701420109242421,False,0.2537872809402859,0.0483992916931895,0.0123,79
KDR,ENSG00000128052,0.3446456733708776,0.2672683651236378,0.9999999999978642,2.062119490739699,43.0,160.88697957241698,1469,1666.3751857034713,617,600.1147982264924,6558.0,20.0,3.0,0.0,0.3599,AXITINIB (NCT01599754); CABOZANTINIB (NCT04338269); MOTESANIB (NCT00460317); MOTESANIB (NCT02629848),4,first_drug,,False,0.004999043531114116,0.0018003148545047076,1.0281366195658033,False,0.1723228366854388,0.07107804480951171,0.0122,80
PTK2,ENSG00000169398,0.3844846007951492,0.2998845405564014,0.9999999944781984,4.580599738930777,45.0,150.05775194849207,919,1307.3366625484064,432,449.2193371048237,9674.0,28.0,2.0,0.0,0.1874,DEFACTINIB (NCT01870609),1,first_drug,,False,0.004452168094298459,0.0015298278226982306,0.9616683083684672,False,0.1922423003975746,0.06330239001449503,0.0122,81
GAS6,ENSG00000183087,0.7014664502008777,0.5406300604921149,2.0170419169519044e-06,1.1993758650259354,41.0,75.8374404166118,854,940.2313111838214,432,412.57065508291856,4908.0,12.0,1.0,0.0,0.0118,BATIRAXCEPT (NCT04729608),1,first_drug,,False,0.0024238272588704103,0.0010635680689477628,1.0470933758320173,False,0.35073322510043886,0.03446277301732386,0.0121,82
KEAP1,ENSG00000079999,0.6045371715684937,0.4356830449358286,0.058703943223083,4.802819002848801,26.0,59.676409954923805,539,871.4343450888884,350,358.3095758453438,2644.0,9.0,1.0,1.0,0.0239,DIMETHYL FUMARATE (NCT02975349),1,second_drug,ok,False,0.0027908827098487242,0.0011475333806105583,0.9768089484470535,False,0.30226858578424687,0.03968168812174938,0.012,83
S1PR1,ENSG00000170989,0.3432056922553397,0.1090269830519924,0.9976324496625056,3.047339854837878,2.0,18.344082758359427,335,493.7731044292755,222,211.19689474371555,805.0,3.0,1.0,0.0,0.0182,ETRASIMOD (NCT04173273); FINGOLIMOD HYDROCHLORIDE (NCT00731692),2,first_drug,,False,0.004734918101961139,0.002025221687916444,1.0511518186353728,False,0.17160284612766985,0.06732262260287954,0.0116,84
DRD2,ENSG00000149295,0.3797579045083011,0.2104701739224082,0.9997961472204036,3.5420917761605444,8.0,38.010136310094346,403,607.744734483584,230,238.5620550227497,1913.0,6.0,1.0,0.0,0.0232,BIFEPRUNOX (NCT00658645); BIFEPRUNOX (NCT00704509); HALOPERIDOL (NCT03628391); MOLINDONE (NCT02691182); QUETIAPINE (NCT00658645); QUETIAPINE (NCT00704509),6,first_drug,,False,0.004191781462918058,0.001645427666024495,0.9641097364711534,False,0.18987895225415055,0.05960012726405862,0.0113,85
TOP2A,ENSG00000131747,0.4445183060071672,0.363274831092774,0.9999106616798769,6.143970109165111,68.0,187.1861031369773,1196,1808.6606184070656,542,593.2097032656113,6770.0,13.0,2.0,0.0,0.0499,DOXORUBICIN (NCT02626455); DOXORUBICIN HYDROCHLORIDE (NCT00005047),2,first_drug,,False,0.0033714890181162365,0.0011057906495257534,0.9136735239095001,False,0.2222591530035836,0.04793693953911923,0.0107,86
SLC6A2,ENSG00000103546,0.5034980895685791,0.3628653308670153,0.9608751083583686,3.353147732117959,26.0,71.65192645402823,581,803.9214300144773,363,337.88665978493844,3499.0,11.0,1.0,0.0,0.0166,BICIFADINE (NCT00597649); EDIVOXETINE (NCT00965419); LISDEXAMFETAMINE DIMESYLATE (NCT01436175); VENLAFAXINE (NCT00354432),4,first_drug,,False,0.0029595723034359814,0.0012439026534993495,1.0743247461472611,False,0.25174904478428956,0.04208017223521362,0.0106,87
MDM2,ENSG00000135679,0.2829601733806156,0.1709493050119289,0.9999999841351008,3.3578042845001237,11.0,64.34656168524589,388,577.1425581496339,194,192.89591668112163,3015.0,8.0,1.0,1.0,0.4702,IDASANUTLIN (NCT02545283),1,first_drug,,False,0.005184142916063439,0.0017326741649516914,1.0057237257163072,False,0.1414800866903078,0.07370984873275317,0.0104,88
RET,ENSG00000165731,0.2356662003104965,0.1606090361074428,0.9999999999999992,3.1149695097258885,19.0,118.29969508869692,1219,1502.0681080633994,597,644.1174179378845,6544.0,25.0,4.0,0.0,0.4598,MOTESANIB (NCT00460317); MOTESANIB (NCT02629848),2,first_drug,,False,0.006210047871094428,0.0026629950922512813,0.9268496447608434,False,0.11783310015524825,0.08829650274169347,0.0104,89
NPC1L1,ENSG00000015520,0.9909074834703536,0.8377628644229179,5.859779414327441e-28,1.75365222923659,98.0,116.9782096602074,1540,1710.034989768963,729,727.6486952185633,5804.0,18.0,1.0,0.0,0.0117,EZETIMIBE (NCT02260648),1,second_drug,ok,False,0.0013742895528722563,0.0005847833558862481,1.0018570840438747,False,0.4954537417351768,0.01954010078374495,0.0097,90
SLC6A4,ENSG00000108576,0.427963840399885,0.2997059166408055,0.9998745655239176,3.2328323116597293,22.0,73.40529091511655,593,808.5390748124873,270,315.50107357640746,3099.0,1.0,1.0,0.0,0.0174,BICIFADINE (NCT00597649); VENLAFAXINE (NCT00354432),2,first_drug,,False,0.0031695613224524315,0.0012367986052274783,0.8557815570621565,False,0.2139819201999425,0.04506586516032208,0.0096,91
ITGA4,ENSG00000115232,0.5815285484106696,0.4714953104273438,1.270774592241386e-05,2.1297046419179813,63.0,133.61744773855634,1076,1252.7432088882194,483,438.034974597773,7810.0,24.0,1.0,0.0,0.3009,NATALIZUMAB (NCT01416181),1,first_drug,,False,0.00228292272989903,0.0007982481907744499,1.1026516785412313,False,0.2907642742053348,0.03245934608940134,0.0094,92
HMGCR,ENSG00000113161,0.433003626760854,0.3223667998670253,0.9999335526421148,5.011752898284163,32.0,99.26580532858792,708,1097.2567043267072,343,361.3073682900385,3794.0,8.0,1.0,0.0,0.0179,ATORVASTATIN (NCT00741715); ATORVASTATIN (NCT02260648); ROSUVASTATIN (NCT00979121); SIMVASTATIN (NCT00120289); SIMVASTATIN (NCT01057758); SIMVASTATIN (NCT01061671),6,first_drug,,False,0.00276772656127304,0.0009113637638820485,0.9493302105166527,False,0.216501813380427,0.03935244638663863,0.0085,93
PTK2B,ENSG00000120899,0.6051744812854586,0.4967211566736806,7.263402388135249e-08,2.52843824850563,71.0,142.9373382753721,1105,1320.427942749446,519,503.37651313359737,6219.0,24.0,1.0,0.0,0.4445,DEFACTINIB (NCT01870609),1,first_drug,,False,0.0019865845424031484,0.0007573302318320843,1.0310373775072341,False,0.3025872406427293,0.028245912291814966,0.0085,94
PDGFRA,ENSG00000134853,0.2874198450211174,0.2057933218894758,0.9999999999998104,3.9195446163465704,25.0,121.48110429660392,1008,1345.052506430127,463,494.8085017090556,5717.0,18.0,2.0,0.0,0.1371,MOTESANIB (NCT00460317); MOTESANIB (NCT02629848),2,first_drug,,False,0.004041967737199447,0.0014869308004251476,0.9357155311616719,False,0.1437099225105587,0.057470026447086105,0.0083,95
NISCH,ENSG00000010322,0.4975876543556854,0.397487727751637,0.7136005570728154,3.4522254475622565,55.0,138.36905182231374,1643,2005.4952297090852,860,861.5108183008833,7695.0,29.0,2.0,0.0,0.217,MOXONIDINE (NCT00244504),1,first_drug,,False,0.002321503058945336,0.0009972599138468744,0.9982463153464943,False,0.2487938271778427,0.033007893894526755,0.0082,96
BTK,ENSG00000010671,0.1831070994295915,0.0870857468937627,0.9999999996796236,5.851790366076608,5.0,57.414676664593294,194,501.164722149477,154,174.2812767912815,2335.0,12.0,1.0,0.0,0.2344,EVOBRUTINIB (NCT02975349); FENEBRUTINIB (NCT03407482); RILZABRUTINIB (NCT03762265),3,first_drug,,False,0.005737851009650312,0.0019953519388017514,0.883629055486148,False,0.09155354971479575,0.08158265248859202,0.0075,97
PARP1,ENSG00000143799,0.4768056265702842,0.3708409117351495,0.989734225683642,2.0614168395986723,44.0,118.64926066038882,1100,1272.4139322413948,492,483.1716617599211,5580.0,20.0,1.0,0.0,0.1681,NIRAPARIB (NCT01905592),1,first_drug,,False,0.002069657803103695,0.0007859077731398856,1.0182716391270181,False,0.2384028132851421,0.029427075230244057,0.007,98
GRIA1,ENSG00000155511,0.4219577002549077,0.312653670673863,0.9999793704168496,4.706645849453688,31.0,99.15124275747552,782,1157.452952887066,438,432.43408560759264,4980.0,21.0,1.0,1.0,0.036,PERAMPANEL (NCT00360412),1,first_drug,,False,0.0023124911594213193,0.0008639660018194892,1.0128711278265379,False,0.21097885012745385,0.032879759743623664,0.0069,99
EGFR,ENSG00000146648,0.504692914125459,0.4055620976439725,0.3890693445792946,2.919355815974126,58.0,143.0113916880763,1307,1579.0010426019326,613,594.4427707156876,6551.0,25.0,1.0,0.0,0.268,CETUXIMAB (NCT00946712); ERLOTINIB (NCT01244191); SAPITINIB (NCT01151215),3,first_drug,,False,0.0016822477272219764,0.0006333118047548375,1.0312178567870716,False,0.2523464570627295,0.02391875137553255,0.006,100
BCR,ENSG00000186716,0.5209051001376047,0.4185899171010249,0.0646305456569479,1.315409697502577,58.0,138.5604326107118,1599,1727.1805829390516,786,730.1263508648331,7993.0,27.0,1.0,0.0,0.1642,IMATINIB MESYLATE (NCT00124748),1,first_drug,,False,0.0013696259542139552,0.0005789782550116172,1.0765260000121688,False,0.26045255006880236,0.019473792204444694,0.0051,101
NCBP1,ENSG00000136937,0.2176152002211944,0.1432787492521253,0.9999999999999996,4.831084757912107,16.0,111.6704332185721,607,957.518133304496,304,314.30271060645714,4440.0,9.0,1.0,0.0,0.0163,OBEFAZIMOD (NCT04393038),1,first_drug,,False,0.0031816461209337584,0.0010443666445761133,0.9672204207638625,False,0.1088076001105972,0.04523769079909147,0.0049,102
MYH7,ENSG00000092054,0.662470606603184,0.5723756058809424,6.6431963814459954e-21,7.378650026979123,129.0,225.37648123814836,1649,2516.978564676292,971,1007.6424564336768,8212.0,29.0,1.0,0.0,0.0115,MAVACAMTEN (NCT05582395),1,first_drug,,False,0.0009924155077181587,0.00039730175458550625,0.9636354579943321,False,0.331235303301592,0.014110490034385612,0.0047,103
PIK3CA,ENSG00000121879,0.2694577141767922,0.195394709493107,0.9999999999999996,8.751433431539786,27.0,138.18183752284494,544,1277.3859621514866,358,413.1600458912368,4715.0,25.0,1.0,0.0,0.0661,COPANLISIB (NCT02626455),1,first_drug,,False,0.0024203695636708473,0.0007828487470738377,0.8664923037941633,False,0.1347288570883961,0.034413610369948916,0.0046,104
KIT,ENSG00000157404,0.2299249950490441,0.1513835691575907,0.999999999999992,4.355090101388107,16.0,105.69178735206032,858,1213.7588175870376,438,441.0489921043307,4299.0,14.0,1.0,0.0,0.0953,IMATINIB MESYLATE (NCT00124748); MOTESANIB (NCT00460317); MOTESANIB (NCT02629848),3,first_drug,,False,0.0022673218120934937,0.0008238869085935937,0.9930869536969502,False,0.11496249752452205,0.032237527109840604,0.0037,105
DNMT1,ENSG00000130816,0.1643998803545484,0.1168982574778145,1.0,8.085103749234499,24.0,205.3067386787594,1293,2177.6512391202295,817,839.8189152543484,9319.0,35.0,2.0,0.0,0.1031,AZACITIDINE (NCT02147873); AZACITIDINE (NCT04313881); AZACITIDINE (NCT05079230),3,first_drug,,False,0.0023814657703848906,0.0009184207113017782,0.9728287672022278,False,0.0821999401772742,0.03386046344389625,0.0028,106
PIK3CD,ENSG00000171608,0.2364994392500996,0.162754996855936,0.9999999999999998,7.043594238095516,20.0,122.88409195634816,787,1406.3449267966068,596,593.4254883890492,4922.0,12.0,1.0,0.0,0.0262,COPANLISIB (NCT02626455); PARSACLISIB (NCT04551053); PARSACLISIB (NCT04551066),3,first_drug,,False,0.0016851315279946333,0.0007110631118624751,1.0043383906848016,False,0.1182497196250498,0.02395975420322646,0.0028,107
ABL1,ENSG00000097007,0.1923020724661369,0.1161785605644944,0.9999999999999958,4.50226630176298,11.0,94.68184100881112,1082,1489.4088663751456,656,622.4180482957618,4022.0,7.0,1.0,0.0,0.0185,IMATINIB MESYLATE (NCT00124748),1,first_drug,,False,0.0016066372155147052,0.0006714073096890806,1.0539540133776466,False,0.09615103623306845,0.02284369625633822,0.0022,108
ADORA1,ENSG00000163485,0.5949641088648107,0.3014410899587946,0.8711033748616624,2.7918617525723395,6.0,19.904386627649757,302,439.18625797230027,194,188.38575162054025,1139.0,2.0,0.0,0.0,0.0,ADENOSINE (NCT00612521); CAFFEINE CITRATE (NCT03340727),2,first_drug,,False,0.0,0.0,1.0298018737147827,False,0.29748205443240533,0.0,0.0,109
ADORA2A,ENSG00000128271,0.9884881177301968,0.5971913104224269,0.0066122314067058,1.9362692206032976,11.0,18.41955803445814,449,556.057725116107,218,237.31141651525627,1212.0,1.0,0.0,0.0,0.0,ADENOSINE (NCT00612521); CAFFEINE CITRATE (NCT03340727),2,first_drug,,False,0.0,0.0,0.9186241572410202,False,0.4942440588650984,0.0,0.0,110
ADRA1B,ENSG00000170214,1.4220573096188576,0.9480668312324808,2.308395789691096e-06,0.6522801500204366,17.0,17.931225352436506,681,722.0983774649414,366,327.59961878358416,2908.0,3.0,0.0,0.0,0.0,TAMSULOSIN (NCT02518971),1,first_drug,,False,0.0,0.0,1.117217417282111,False,0.7110286548094288,0.0,0.0,111
ALOX5,ENSG00000012779,0.8965421924674865,0.7281102506874599,4.571893566164595e-16,1.210485551883987,64.0,87.8987762355675,822,907.501888764436,388,355.14776980135167,4284.0,14.0,0.0,0.0,0.0,MESALAMINE (NCT01038739),1,first_drug,,False,0.0,0.0,1.0925029888742477,False,0.4482710962337432,0.0,0.0,112
APP,ENSG00000142192,0.4127209613298042,0.3058096189401342,0.9999931827833108,2.2177737548963834,31.0,101.37025809534332,839,1003.7487292920924,366,364.3918964198864,4295.0,8.0,0.0,0.0,0.0,ADUCANUMAB (NCT02477800); ADUCANUMAB (NCT02484547); BAPINEUZUMAB (NCT00996918); BAPINEUZUMAB (NCT00998764); SOLANEZUMAB (NCT01127633); SOLANEZUMAB (NCT01900665),6,first_drug,,False,0.0,0.0,1.0044131156480511,False,0.2063604806649021,0.0,0.0,113
BACE1,ENSG00000186318,0.5597184991583963,0.3886877043816062,0.6320809032286518,2.4915515573989735,21.0,54.027950365475405,511,661.2229036538608,232,260.8989076869055,2649.0,4.0,0.0,0.0,0.0,ELENBECESTAT (NCT02956486); LANABECESTAT (NCT02245737); LANABECESTAT (NCT02783573),3,first_drug,,False,0.0,0.0,0.8892333128447363,False,0.27985924957919817,0.0,0.0,114
BCL2,ENSG00000171791,0.3329581301585409,0.0701871077615643,0.9946376486444674,1.4355136171327696,1.0,14.24763082412718,247,305.86610825359185,151,137.20160431064144,1083.0,6.0,0.0,0.0,0.0,VENETOCLAX (NCT05079230),1,second_drug,ok,False,0.0,0.0,1.100570221162409,False,0.16647906507927046,0.0,0.0,115
BIRC3,ENSG00000023445,0.6119890107998445,0.4410535004832743,0.0415922270331768,1.1274294803703313,26.0,58.949764533126014,641,711.5136736987453,243,249.22736843875705,2453.0,11.0,0.0,0.0,0.0,BIRINAPANT (NCT02147873),1,second_drug,ok,False,0.0,0.0,0.9750133042058449,False,0.30599450539992223,0.0,0.0,116
CALCB,ENSG00000175868,1.3444366956546108,0.7451163538740992,0.005055487885633,-0.4531587084853007,8.0,10.736578198029653,176,162.4570899263559,76,66.91208253014808,869.0,2.0,0.0,0.0,0.0,FREMANEZUMAB (NCT02945046); FREMANEZUMAB (NCT03107052),2,first_drug,,False,0.0,0.0,1.1358187807972833,False,0.6722183478273054,0.0,0.0,117
CCN2,ENSG00000118523,0.94680935687483,0.6630568739665385,1.4788691198187571e-05,0.5682370241355418,22.0,33.17965752830766,469,498.7553907782319,178,200.6197158637058,2251.0,3.0,0.0,0.0,0.0,PAMREVLUMAB (NCT03955146),1,first_drug,,False,0.0,0.0,0.8872507830732206,False,0.473404678437415,0.0,0.0,118
CD274,ENSG00000120217,0.4798834988317069,0.2659619780459246,0.9894387413172834,-0.1472680148553096,8.0,30.079487522154803,353,346.57168278147736,152,124.60064129425972,1598.0,4.0,0.0,0.0,0.0,ATEZOLIZUMAB (NCT02450331); ATEZOLIZUMAB (NCT04338269); AVELUMAB (NCT02952586),3,first_drug,,False,0.0,0.0,1.219897413216625,False,0.23994174941585344,0.0,0.0,119
CD3E,ENSG00000198851,0.7007847405093005,0.461399576008885,0.0481985216488277,0.8275181569807825,16.0,34.677101653192445,223,253.91839515960316,70,90.79449685766002,1697.0,10.0,0.0,0.0,0.0,VISILIZUMAB (NCT00279422),1,first_drug,,False,0.0,0.0,0.7709718366493084,False,0.35039237025465025,0.0,0.0,120
CD47,ENSG00000196776,0.4081294339962966,0.2465698344152854,0.9997000633464088,1.750420374793286,11.0,44.61210766550316,306,386.7100090217406,140,136.32425473345785,3406.0,0.0,0.0,0.0,0.0,MAGROLIMAB (NCT04313881); MAGROLIMAB (NCT05079230),2,second_drug,ok,False,0.0,0.0,1.026963252238048,False,0.2040647169981483,0.0,0.0,121
CHRM1,ENSG00000168539,0.3323158479567612,0.1580494361720621,0.9998763164597866,4.701320048793311,5.0,31.63567122477234,338,610.3292088084687,227,249.7165481774939,852.0,5.0,0.0,0.0,0.0,MK-7622 (NCT01852110),1,second_drug,ok,False,0.0,0.0,0.9090306655955079,False,0.1661579239783806,0.0,0.0,122
CYP17A1,ENSG00000148795,0.9659688578061127,0.7004631688762024,4.637041197478612e-07,1.6263958757971622,27.0,38.54592389678078,549,645.9186861878211,263,253.28057000485256,2993.0,7.0,0.0,0.0,0.0,GALETERONE (NCT01709734),1,first_drug,,False,0.0,0.0,1.038374163462129,False,0.4829844289030564,0.0,0.0,123
CYP46A1,ENSG00000036530,0.459119952752432,0.3159587468945261,0.9983321559163024,3.718695194605384,20.0,63.29940283842319,445,670.8346991774223,268,273.54700788817377,4579.0,8.0,0.0,0.0,0.0,SOTICLESTAT (NCT03635073); SOTICLESTAT (NCT05163314),2,first_drug,,False,0.0,0.0,0.979721920809891,False,0.229559976376216,0.0,0.0,124
DHFR,ENSG00000228716,0.7331005468608124,0.4428998876147362,0.1461903078300137,2.2732268742616797,11.0,24.83631246609963,142,221.2894634811182,49,74.42987663715309,1300.0,3.0,0.0,0.0,0.0,METHOTREXATE (NCT01230827); METHOTREXATE (NCT00005047); PEMETREXED (NCT05226598),3,second_drug,ok,False,0.0,0.0,0.6583377833457368,False,0.3665502734304062,0.0,0.0,125
DNMT3A,ENSG00000119772,2.512598856977629,2.270391214505107,1.4132864125860657e-142,2.777358744009416,267.0,117.60087789900994,1029,1260.1743395873798,432,474.8045697863611,8120.0,8.0,0.0,0.0,0.0,AZACITIDINE (NCT02147873); AZACITIDINE (NCT04313881); AZACITIDINE (NCT05079230),3,first_drug,,False,0.0,0.0,0.9098480248292027,False,1.0,0.0,0.0,126
EDNRA,ENSG00000151617,0.4396982051328366,0.2656419865891992,0.9985186331864064,4.387064141015424,11.0,41.40911661307102,294,531.0458266831349,172,183.03228666866735,1468.0,7.0,0.0,0.0,0.0,AMBRISENTAN (NCT00768300); DARUSENTAN (NCT00353574); MACITENTAN (NCT03775421); MACITENTAN (NCT04271475),4,first_drug,,False,0.0,0.0,0.9397249148253365,False,0.2198491025664183,0.0,0.0,127
ESR1,ENSG00000091831,0.368724764118244,0.2275778007699288,0.9999821805789268,2.9895287808605135,12.0,52.72922033433073,584,779.7350477528654,305,316.76932788982987,2777.0,12.0,0.0,0.0,0.0,TOREMIFENE (NCT00097344); TOREMIFENE (NCT00267553),2,second_drug,ok,False,0.0,0.0,0.9628457465619172,False,0.184362382059122,0.0,0.0,128
F10,ENSG00000126218,1.065488370424015,0.78144671182293,1.8077907907637693e-08,2.1270616340492032,29.0,37.11065586590015,539,667.891856119648,262,268.60533274584066,2525.0,7.0,0.0,0.0,0.0,RIVAROXABAN (NCT04504032),1,first_drug,,False,0.0,0.0,0.9754087803160232,False,0.5327441852120075,0.0,0.0,129
FCGRT,ENSG00000104870,0.5792536981911653,0.3643357239148945,0.7686570410855381,0.3902458157223966,13.0,35.68137612285498,455,474.9411633286926,233,216.53952834840584,2828.0,7.0,0.0,0.0,0.0,EFGARTIGIMOD ALFA (NCT04598477),1,first_drug,,False,0.0,0.0,1.0760160132292786,False,0.2896268490955827,0.0,0.0,130
FGG,ENSG00000171557,0.5626308841932925,0.3871932554186522,0.6418320224279535,1.3691534751429626,20.0,51.65379231199424,460,534.1986228472304,184,184.7419010049871,1989.0,1.0,0.0,0.0,0.0,ANCROD (NCT00300196),1,first_drug,,False,0.0,0.0,0.9959841216261649,False,0.2813154420966463,0.0,0.0,131
FKBP1A,ENSG00000088832,0.7428775978729515,0.3533126277623471,0.56208403607985,3.1049683959515337,5.0,14.15177269962513,53,138.75911032594104,42,49.05563207420111,1680.0,3.0,0.0,0.0,0.0,EVEROLIMUS (NCT01374451),1,first_drug,,False,0.0,0.0,0.8561708049438885,False,0.37143879893647574,0.0,0.0,132
FLT1,ENSG00000102755,0.3978365462596334,0.3135541166713716,0.9999999663857958,3.3227890048104465,49.0,156.2728645382631,1322,1637.2479908308092,594,583.7508528170706,7695.0,24.0,0.0,0.0,0.0,AXITINIB (NCT01599754); MOTESANIB (NCT00460317); MOTESANIB (NCT02629848),3,first_drug,,False,0.0,0.0,1.0175573999309278,False,0.1989182731298167,0.0,0.0,133
FOLR1,ENSG00000110195,0.7979620515034965,0.4820857172253936,0.0584758575808692,1.12625198021962,11.0,22.81751897423893,273,320.25829991193723,108,116.5521347849012,875.0,1.0,0.0,0.0,0.0,FARLETUZUMAB (NCT00849667),1,first_drug,,False,0.0,0.0,0.9266239541585034,False,0.39898102575174826,0.0,0.0,134
GNRHR,ENSG00000109163,0.7791278315106506,0.498380127562388,0.02141208480915,0.3515609540481362,14.0,28.091007698230214,366,382.1134723807563,141,140.53366217497276,1117.0,2.0,0.0,0.0,0.0,CETRORELIX (NCT00449150); DEGARELIX (NCT00215657),2,first_drug,,False,0.0,0.0,1.00331833539246,False,0.3895639157553253,0.0,0.0,135
GRIA2,ENSG00000120251,0.225009945321466,0.1439307912216267,0.999999999999954,6.67374864187894,14.0,97.2689712963684,558,1069.8204320663565,412,387.8120591617457,4624.0,5.0,0.0,0.0,0.0,PERAMPANEL (NCT00360412),1,first_drug,,False,0.0,0.0,1.0623702648404911,False,0.112504972660733,0.0,0.0,136
GRIA3,ENSG00000125675,0.1230132647107299,0.047595581878397,0.9999999999983294,5.701293484573716,3.0,63.03106048088165,347,700.9143836761067,274,257.9468438734661,3684.0,10.0,0.0,0.0,0.0,PERAMPANEL (NCT00360412),1,first_drug,,False,0.0,0.0,1.0622343576121003,False,0.06150663235536495,0.0,0.0,137
GRIA4,ENSG00000152578,0.4352840735811727,0.3269514674228132,0.9999268626328236,4.462659795002402,34.0,103.99096926526788,750,1096.4878608912295,386,381.8462868838852,5167.0,12.0,0.0,0.0,0.0,PERAMPANEL (NCT00360412),1,first_drug,,False,0.0,0.0,1.010877971735726,False,0.21764203679058636,0.0,0.0,138
GRIN1,ENSG00000176884,0.4834010519122418,0.3687975621425788,0.9843230046447402,8.457052949384208,38.0,103.0375574589862,577,1288.9045251815292,544,532.693696846075,6385.0,10.0,0.0,0.0,0.0,AMANTADINE (NCT04952519); AV-101 (NCT05036135); AV-101 (NCT05557942),3,first_drug,,False,0.0,0.0,1.0212247736755031,False,0.2417005259561209,0.0,0.0,139
